mes,diaSemana,minuto,idSensor,sensCorriente,sensLuminosidad,sensSonido,sensPir,estadoLuz
1,7,916,1020,251,0.832,0.613,1,1
1,7,917,1020,285,0.807,0.607,1,1
1,7,918,1020,286,0.758,0.602,1,1
1,7,919,1020,273,0.791,0.601,1,1
1,7,920,1020,266,0.751,0.636,1,1
1,7,921,1020,253,0.827,0.648,1,1
1,7,922,1020,268,0.761,0.625,1,1
1,7,923,1020,270,0.846,0.611,1,1
1,7,924,1020,257,0.789,0.644,1,1
1,7,925,1020,298,0.756,0.641,1,1
1,7,926,1020,288,0.766,0.621,1,1
1,7,927,1020,267,0.842,0.649,1,1
1,7,928,1020,253,0.765,0.636,1,1
1,7,929,1020,294,0.811,0.639,1,1
1,7,930,1020,277,0.824,0.641,1,1
1,7,931,1020,290,0.846,0.603,1,1
1,7,932,1020,288,0.753,0.610,1,1
1,7,933,1020,275,0.817,0.649,1,1
1,7,934,1020,264,0.801,0.612,1,1
1,7,935,1020,299,0.796,0.605,1,1
1,7,936,1020,297,0.779,0.619,1,1
1,7,937,1020,261,0.773,0.613,1,1
1,7,938,1020,274,0.778,0.625,1,1
1,7,939,1020,291,0.820,0.616,1,1
1,7,940,1020,298,0.788,0.620,1,1
1,7,941,1020,278,0.796,0.631,1,1
1,7,942,1020,285,0.754,0.617,1,1
1,7,943,1020,0,0.406,0.100,1,0
1,7,944,1020,0,0.474,0.138,1,0
1,7,945,1020,0,0.468,0.116,1,0
1,7,946,1020,0,0.473,0.133,1,0
1,7,947,1020,0,0.467,0.125,1,0
1,7,948,1020,0,0.457,0.128,1,0
1,7,949,1020,0,0.446,0.127,1,0
1,7,950,1020,0,0.431,0.121,1,0
1,7,951,1020,0,0.420,0.134,1,0
1,7,952,1020,0,0.445,0.109,1,0
1,7,953,1020,272,0.780,0.629,1,1
1,7,954,1020,265,0.803,0.611,1,1
1,7,955,1020,265,0.796,0.615,1,1
1,7,956,1020,262,0.752,0.645,1,1
1,7,957,1020,272,0.806,0.609,1,1
1,7,958,1020,280,0.775,0.603,1,1
1,7,959,1020,254,0.756,0.619,1,1
1,7,960,1020,251,0.841,0.609,1,1
1,7,961,1020,283,0.826,0.626,1,1
1,7,962,1020,282,0.811,0.643,1,1
1,7,963,1020,250,0.843,0.649,1,1
1,7,964,1020,256,0.772,0.625,1,1
1,7,965,1020,0,0.442,0.121,1,0
1,7,966,1020,0,0.481,0.134,1,0
1,7,967,1020,0,0.482,0.132,1,0
1,7,968,1020,0,0.469,0.117,1,0
1,7,969,1020,0,0.413,0.136,1,0
1,7,970,1020,0,0.426,0.125,1,0
1,7,971,1020,0,0.468,0.133,1,0
1,7,972,1020,0,0.424,0.134,1,0
1,7,973,1020,0,0.484,0.115,1,0
1,7,974,1020,0,0.450,0.131,1,0
1,7,975,1020,0,0.435,0.113,1,0
1,7,976,1020,0,0.488,0.123,1,0
1,7,977,1020,0,0.471,0.126,1,0
1,7,978,1020,0,0.465,0.112,1,0
1,7,979,1020,0,0.482,0.115,1,0
1,7,980,1020,0,0.403,0.104,1,0
1,7,981,1020,0,0.445,0.113,1,0
1,7,982,1020,0,0.441,0.106,1,0
1,7,983,1020,0,0.401,0.139,1,0
1,7,984,1020,0,0.480,0.134,1,0
1,7,985,1020,0,0.442,0.101,1,0
1,7,986,1020,0,0.464,0.132,1,0
1,7,987,1020,0,0.461,0.123,1,0
1,7,988,1020,0,0.464,0.120,1,0
1,7,989,1020,0,0.456,0.123,1,0
1,7,990,1020,0,0.445,0.142,1,0
1,7,991,1020,0,0.481,0.119,1,0
1,7,992,1020,0,0.437,0.135,1,0
1,7,993,1020,0,0.424,0.122,1,0
1,7,994,1020,0,0.478,0.140,1,0
1,7,995,1020,0,0.475,0.139,1,0
1,7,996,1020,0,0.485,0.145,1,0
1,7,997,1020,0,0.486,0.114,1,0
1,7,998,1020,0,0.455,0.142,1,0
1,7,999,1020,0,0.442,0.127,1,0
1,7,1000,1020,0,0.466,0.143,1,0
1,7,1001,1020,0,0.441,0.135,1,0
1,7,1002,1020,0,0.455,0.121,1,0
1,7,1003,1020,265,0.766,0.631,1,1
1,7,1004,1020,298,0.829,0.605,1,1
1,7,1005,1020,256,0.823,0.634,1,1
1,7,1006,1020,279,0.813,0.622,1,1
1,7,1007,1020,271,0.761,0.614,1,1
1,7,1008,1020,0,0.430,0.147,1,0
1,7,1009,1020,0,0.442,0.102,1,0
1,7,1010,1020,0,0.486,0.135,1,0
1,7,1011,1020,0,0.468,0.126,1,0
1,7,1012,1020,0,0.450,0.124,1,0
1,7,1013,1020,0,0.420,0.116,1,0
1,7,1014,1020,0,0.460,0.145,1,0
1,7,1015,1020,0,0.470,0.111,1,0
1,7,1016,1020,0,0.409,0.125,1,0
1,7,1017,1020,0,0.445,0.124,1,0
1,7,1018,1020,0,0.414,0.110,1,0
1,7,1019,1020,0,0.483,0.126,1,0
1,7,1020,1020,0,0.440,0.109,1,0
1,7,1021,1020,0,0.458,0.114,1,0
1,7,1022,1020,0,0.409,0.110,1,0
1,7,1023,1020,0,0.485,0.104,1,0
1,7,1024,1020,0,0.420,0.101,1,0
1,7,1025,1020,288,0.792,0.608,1,1
1,7,1026,1020,290,0.839,0.617,1,1
1,7,1027,1020,287,0.824,0.630,1,1
1,7,1028,1020,272,0.765,0.633,1,1
1,7,1029,1020,281,0.820,0.641,1,1
1,7,1030,1020,276,0.849,0.613,1,1
1,7,1031,1020,284,0.782,0.625,1,1
1,7,1032,1020,259,0.833,0.638,1,1
1,7,1033,1020,252,0.806,0.627,1,1
1,7,1034,1020,286,0.801,0.607,1,1
1,7,1035,1020,274,0.839,0.632,1,1
1,7,1036,1020,284,0.796,0.646,1,1
1,7,1037,1020,299,0.824,0.616,1,1
1,7,1038,1020,0,0.404,0.149,1,0
1,7,1039,1020,0,0.488,0.139,1,0
1,7,1040,1020,0,0.448,0.132,1,0
1,7,1041,1020,0,0.435,0.118,1,0
1,7,1042,1020,0,0.447,0.113,1,0
1,7,1043,1020,0,0.486,0.100,1,0
1,7,1044,1020,0,0.456,0.104,1,0
1,7,1045,1020,0,0.479,0.131,1,0
1,7,1046,1020,0,0.437,0.121,1,0
1,7,1047,1020,0,0.478,0.132,1,0
1,7,1048,1020,0,0.437,0.118,1,0
1,7,1049,1020,0,0.419,0.118,1,0
1,7,1050,1020,0,0.411,0.119,1,0
1,7,1051,1020,0,0.441,0.131,1,0
1,7,1052,1020,0,0.458,0.148,1,0
1,7,1053,1020,0,0.476,0.137,1,0
1,7,1054,1020,0,0.451,0.132,1,0
1,7,1055,1020,0,0.429,0.149,1,0
1,7,1056,1020,0,0.454,0.106,1,0
1,7,1057,1020,0,0.421,0.113,1,0
1,7,1058,1020,0,0.459,0.139,1,0
1,7,1059,1020,0,0.476,0.123,1,0
1,7,1060,1020,0,0.480,0.128,1,0
1,7,1061,1020,276,0.795,0.613,1,1
1,7,1062,1020,270,0.772,0.637,1,1
1,7,1063,1020,278,0.808,0.609,1,1
1,7,1064,1020,252,0.779,0.605,1,1
1,7,1065,1020,288,0.795,0.619,1,1
1,7,1066,1020,0,0.463,0.132,1,0
1,7,1067,1020,257,0.783,0.626,1,1
1,7,1068,1020,277,0.804,0.601,1,1
1,7,1069,1020,288,0.818,0.606,1,1
1,7,1070,1020,255,0.832,0.635,1,1
1,7,1071,1020,251,0.812,0.626,1,1
1,7,1072,1020,277,0.807,0.601,1,1
1,7,1073,1020,0,0.422,0.139,1,0
1,7,1074,1020,0,0.432,0.143,1,0
1,7,1075,1020,0,0.428,0.139,1,0
1,7,1076,1020,0,0.484,0.119,1,0
1,7,1077,1020,0,0.405,0.118,1,0
1,7,1078,1020,0,0.425,0.103,1,0
1,7,1079,1020,0,0.401,0.125,1,0
1,7,1080,1020,0,0.474,0.146,1,0
1,7,1081,1020,0,0.401,0.101,1,0
1,7,1082,1020,0,0.474,0.136,1,0
1,7,1083,1020,0,0.479,0.149,1,0
1,7,1084,1020,0,0.477,0.145,1,0
1,7,1085,1020,0,0.421,0.101,1,0
1,7,1086,1020,0,0.444,0.120,1,0
1,7,1087,1020,0,0.451,0.143,1,0
1,7,1088,1020,0,0.406,0.120,1,0
1,7,1089,1020,0,0.452,0.128,1,0
1,7,1090,1020,0,0.439,0.118,1,0
1,7,1091,1020,0,0.458,0.115,1,0
1,7,1092,1020,0,0.443,0.129,1,0
1,7,1093,1020,0,0.469,0.108,1,0
1,7,1094,1020,0,0.420,0.112,1,0
1,7,1095,1020,264,0.792,0.112,1,1
1,7,1096,1020,279,0.811,0.143,1,1
1,7,1097,1020,294,0.762,0.118,1,1
1,7,1098,1020,288,0.759,0.142,1,1
1,7,1099,1020,270,0.841,0.132,1,1
1,7,1100,1020,282,0.798,0.120,1,1
1,7,1101,1020,281,0.812,0.144,1,1
1,7,1102,1020,294,0.786,0.128,1,1
1,7,1103,1020,297,0.799,0.128,1,1
1,7,1104,1020,269,0.828,0.117,1,1
1,7,1105,1020,264,0.841,0.100,1,1
1,7,1106,1020,0,0.426,0.137,1,0
1,7,1107,1020,0,0.471,0.101,1,0
1,7,1108,1020,0,0.406,0.131,1,0
1,7,1109,1020,0,0.467,0.123,1,0
1,7,1110,1020,0,0.419,0.102,1,0
1,7,1111,1020,0,0.468,0.273,1,0
1,7,1112,1020,0,0.406,0.280,1,0
1,7,1113,1020,0,0.403,0.297,1,0
1,7,1114,1020,0,0.408,0.260,1,0
1,7,1115,1020,0,0.432,0.274,1,0
1,7,1116,1020,0,0.421,0.295,1,0
1,7,1117,1020,295,0.846,0.251,1,1
1,7,1118,1020,269,0.818,0.283,1,1
1,7,1119,1020,294,0.780,0.295,1,1
1,7,1120,1020,280,0.801,0.269,1,1
1,7,1121,1020,289,0.827,0.279,1,1
1,7,1122,1020,267,0.777,0.260,1,1
1,7,1123,1020,0,0.414,0.276,1,0
1,7,1124,1020,0,0.442,0.298,1,0
1,7,1125,1020,0,0.475,0.269,1,0
1,7,1126,1020,0,0.459,0.261,1,0
1,7,1127,1020,0,0.432,0.277,1,0
1,7,1128,1020,0,0.457,0.279,1,0
1,7,1129,1020,290,0.765,0.271,1,1
1,7,1130,1020,299,0.822,0.286,1,1
1,7,1131,1020,270,0.832,0.296,1,1
1,7,1132,1020,276,0.790,0.267,1,1
1,7,1133,1020,269,0.750,0.274,1,1
1,7,1134,1020,280,0.761,0.295,1,1
1,7,1135,1020,270,0.814,0.274,1,1
1,7,1136,1020,296,0.806,0.292,1,1
1,7,1137,1020,0,0.468,0.299,1,0
1,7,1138,1020,0,0.430,0.291,1,0
1,7,1139,1020,0,0.430,0.271,1,0
1,7,1140,1020,0,0.430,0.265,1,0
1,7,1141,1020,0,0.430,0.291,1,0
1,7,1142,1020,0,0.430,0.277,1,0
1,7,1143,1020,0,0.430,0.262,1,0
1,7,1144,1020,0,0.430,0.259,1,0
1,7,1145,1020,269,0.793,0.275,1,1
1,7,1146,1020,275,0.755,0.274,1,1
1,7,1147,1020,285,0.777,0.296,1,1
1,7,1148,1020,282,0.782,0.291,1,1
1,7,1149,1020,261,0.826,0.292,1,1
1,7,1150,1020,268,0.839,0.267,1,1
1,7,1151,1020,287,0.796,0.295,1,1
1,7,1152,1020,275,0.761,0.260,1,1
1,7,1153,1020,275,0.814,0.288,1,1
1,7,1154,1020,284,0.754,0.268,1,1
1,7,1155,1020,254,0.846,0.277,1,1
1,7,1156,1020,0,0.846,0.281,1,0
1,7,1157,1020,0,0.846,0.268,1,0
1,7,1158,1020,0,0.846,0.269,1,0
1,7,1159,1020,0,0.846,0.252,1,0
1,7,1160,1020,0,0.846,0.281,1,0
1,7,1161,1020,0,0.846,0.291,1,0
1,7,1162,1020,0,0.846,0.280,1,0
1,7,1163,1020,0,0.846,0.250,1,0
1,7,1164,1020,0,0.846,0.264,1,0
1,7,1165,1020,0,0.846,0.297,1,0
1,7,1166,1020,0,0.846,0.294,1,0
1,7,1167,1020,0,0.846,0.259,1,0
1,7,1168,1020,0,0.846,0.258,1,0
1,7,1169,1020,0,0.846,0.250,1,0
1,7,1170,1020,0,0.846,0.289,1,0
1,7,1171,1020,269,0.791,0.258,1,1
1,7,1172,1020,291,0.817,0.269,1,1
1,7,1173,1020,295,0.753,0.276,1,1
1,7,1174,1020,285,0.797,0.255,1,1
1,7,1175,1020,253,0.833,0.272,1,1
1,7,1176,1020,266,0.809,0.277,1,1
1,7,1177,1020,274,0.816,0.260,1,1
1,7,1178,1020,288,0.844,0.292,1,1
1,7,1179,1020,296,0.846,0.285,1,1
1,7,1180,1020,260,0.774,0.298,1,1
1,7,1181,1020,299,0.763,0.293,1,1
1,7,1182,1020,290,0.825,0.251,1,1
1,7,1183,1020,298,0.816,0.299,1,1
1,7,1184,1020,280,0.789,0.286,1,1
1,7,1185,1020,285,0.802,0.284,1,1
1,7,1186,1020,291,0.770,0.253,1,1
1,7,1187,1020,282,0.804,0.265,1,1
1,7,1188,1020,292,0.815,0.278,1,1
1,7,1189,1020,262,0.805,0.251,1,1
1,7,1190,1020,292,0.777,0.259,1,1
1,7,1191,1020,280,0.837,0.290,1,1
1,7,1192,1020,283,0.803,0.284,1,1
1,7,1193,1020,267,0.788,0.297,1,1
1,7,1194,1020,256,0.818,0.252,1,1
1,7,1195,1020,275,0.803,0.293,1,1
1,7,1196,1020,254,0.781,0.264,1,1
1,7,1197,1020,291,0.763,0.255,1,1
1,7,1198,1020,268,0.753,0.269,1,1
1,7,1199,1020,272,0.790,0.265,1,1
1,7,1200,1020,287,0.802,0.265,1,1
1,7,1201,1020,252,0.759,0.265,1,1
1,7,1202,1020,281,0.754,0.265,1,1
1,7,1203,1020,250,0.786,0.265,1,1
1,7,1204,1020,294,0.829,0.265,1,1
1,7,1205,1020,259,0.841,0.265,1,1
1,7,1206,1020,283,0.766,0.265,1,1
1,7,1207,1020,284,0.761,0.265,1,1
1,7,1208,1020,288,0.830,0.265,1,1
1,7,1209,1020,257,0.802,0.265,1,1
1,7,1210,1020,255,0.819,0.265,1,1
1,7,1211,1020,259,0.757,0.265,1,1
1,7,1212,1020,256,0.831,0.265,1,1
1,7,1213,1020,282,0.846,0.265,1,1
1,7,1214,1020,253,0.792,0.265,1,1
1,7,1215,1020,271,0.792,0.265,1,1
1,7,1216,1020,289,0.770,0.265,1,1
1,7,1217,1020,266,0.752,0.265,1,1
1,7,1218,1020,286,0.784,0.265,1,1
1,7,1219,1020,278,0.804,0.265,1,1
1,7,1220,1020,290,0.805,0.265,1,1
1,7,1221,1020,293,0.772,0.265,1,1
1,7,1222,1020,290,0.768,0.265,1,1
1,7,1223,1020,281,0.760,0.265,1,1
1,7,1224,1020,272,0.750,0.265,1,1
1,7,1225,1020,288,0.792,0.265,1,1
1,7,1226,1020,257,0.790,0.265,1,1
1,7,1227,1020,296,0.764,0.265,1,1
1,7,1228,1020,286,0.833,0.265,1,1
1,7,1229,1020,251,0.782,0.265,1,1
1,7,1230,1020,261,0.816,0.265,1,1
1,7,1231,1020,260,0.815,0.265,1,1
1,7,1232,1020,291,0.836,0.265,1,1
1,7,1233,1020,259,0.765,0.265,1,1
1,7,1234,1020,266,0.811,0.265,1,1
1,7,1235,1020,294,0.812,0.265,1,1
1,7,1236,1020,278,0.799,0.265,1,1
1,7,1237,1020,265,0.849,0.265,1,1
1,7,1238,1020,255,0.775,0.265,1,1
1,7,1239,1020,282,0.830,0.265,1,1
1,7,1240,1020,298,0.818,0.265,1,1
1,7,1241,1020,259,0.837,0.265,1,1
1,7,1242,1020,276,0.793,0.265,1,1
1,7,1243,1020,266,0.753,0.265,1,1
1,7,1244,1020,264,0.831,0.265,1,1
1,7,1245,1020,279,0.784,0.265,1,1
1,7,1246,1020,265,0.814,0.265,1,1
1,7,1247,1020,263,0.753,0.265,1,1
1,7,1248,1020,280,0.779,0.265,1,1
1,7,1249,1020,257,0.783,0.265,1,1
1,7,1250,1020,256,0.758,0.265,1,1
1,7,1251,1020,256,0.839,0.265,1,1
1,7,1252,1020,250,0.785,0.265,1,1
1,7,1253,1020,299,0.750,0.265,1,1
1,7,1254,1020,264,0.801,0.265,1,1
1,7,1255,1020,289,0.803,0.265,1,1
1,7,1256,1020,252,0.802,0.265,1,1
1,7,1257,1020,259,0.826,0.265,1,1
1,7,1258,1020,272,0.762,0.265,1,1
1,7,1259,1020,264,0.838,0.265,1,1
1,7,1260,1020,265,0.790,0.265,1,1
1,7,1261,1020,297,0.835,0.265,1,1
1,7,1262,1020,254,0.839,0.265,1,1
1,7,1263,1020,274,0.839,0.265,1,1
1,7,1264,1020,271,0.767,0.265,1,1
1,7,1265,1020,276,0.810,0.265,1,1
1,7,1266,1020,285,0.829,0.265,1,1
1,7,1267,1020,267,0.848,0.265,1,1
1,7,1268,1020,254,0.784,0.265,1,1
1,7,1269,1020,280,0.753,0.265,1,1
1,7,1270,1020,265,0.841,0.265,1,1
1,7,1271,1020,290,0.830,0.265,1,1
1,7,1272,1020,283,0.766,0.265,1,1
1,7,1273,1020,291,0.770,0.265,1,1
1,7,1274,1020,267,0.750,0.265,1,1
1,7,1275,1020,263,0.765,0.265,1,1
1,7,1276,1020,256,0.770,0.265,1,1
1,7,1277,1020,261,0.817,0.265,1,1
1,7,1278,1020,266,0.816,0.265,1,1
1,7,1279,1020,269,0.849,0.265,1,1
1,7,1280,1020,287,0.835,0.265,1,1
1,7,1281,1020,253,0.800,0.265,1,1
1,7,1282,1020,271,0.786,0.265,1,1
1,7,1283,1020,287,0.845,0.265,1,1
1,7,1284,1020,288,0.770,0.265,1,1
1,7,1285,1020,294,0.781,0.265,1,1
1,7,1286,1020,270,0.800,0.265,1,1
1,7,1287,1020,267,0.832,0.265,1,1
1,7,1288,1020,254,0.752,0.265,1,1
1,7,1289,1020,263,0.781,0.265,1,1
1,7,1290,1020,294,0.751,0.265,1,1
1,7,1291,1020,277,0.763,0.265,1,1
1,7,1292,1020,257,0.800,0.265,1,1
1,7,1293,1020,270,0.820,0.265,1,1
1,7,1294,1020,282,0.757,0.265,1,1
1,7,1295,1020,272,0.751,0.265,1,1
1,7,1296,1020,274,0.843,0.265,1,1
1,7,1297,1020,254,0.776,0.265,1,1
1,7,1298,1020,255,0.771,0.265,1,1
1,7,1299,1020,253,0.842,0.265,1,1
1,7,1300,1020,290,0.806,0.265,1,1
1,7,1301,1020,296,0.817,0.265,1,1
1,7,1302,1020,290,0.848,0.265,1,1
1,7,1303,1020,282,0.798,0.265,1,1
1,7,1304,1020,256,0.799,0.265,1,1
1,7,1305,1020,272,0.799,0.265,1,1
1,7,1306,1020,270,0.753,0.265,1,1
1,7,1307,1020,282,0.843,0.265,1,1
1,7,1308,1020,257,0.811,0.265,1,1
1,7,1309,1020,272,0.792,0.265,1,1
1,7,1310,1020,272,0.770,0.265,1,1
1,7,1311,1020,270,0.844,0.265,1,1
1,7,1312,1020,298,0.816,0.265,1,1
1,7,1313,1020,250,0.784,0.265,1,1
1,7,1314,1020,298,0.793,0.265,1,1
1,7,1315,1020,278,0.777,0.265,1,1
1,7,1316,1020,258,0.770,0.265,1,1
1,7,1317,1020,253,0.798,0.265,1,1
1,7,1318,1020,282,0.828,0.265,1,1
1,7,1319,1020,284,0.831,0.265,1,1
1,7,1320,1020,299,0.837,0.265,1,1
1,7,1321,1020,291,0.759,0.265,1,1
1,7,1322,1020,291,0.847,0.265,1,1
1,7,1323,1020,293,0.760,0.265,1,1
1,7,1324,1020,257,0.797,0.265,1,1
1,7,1325,1020,295,0.839,0.265,1,1
1,7,1326,1020,282,0.751,0.265,1,1
1,7,1327,1020,251,0.843,0.265,1,1
1,7,1328,1020,262,0.796,0.265,1,1
1,7,1329,1020,263,0.763,0.265,1,1
1,7,1330,1020,292,0.798,0.265,1,1
1,7,1331,1020,260,0.825,0.265,1,1
1,7,1332,1020,298,0.778,0.265,1,1
1,7,1333,1020,252,0.765,0.265,1,1
1,7,1334,1020,265,0.825,0.265,1,1
1,7,1335,1020,280,0.788,0.265,1,1
1,7,1336,1020,271,0.836,0.265,1,1
1,7,1337,1020,251,0.821,0.265,1,1
1,7,1338,1020,294,0.806,0.265,1,1
1,7,1339,1020,288,0.823,0.265,1,1
1,7,1340,1020,291,0.797,0.265,1,1
1,7,1341,1020,278,0.755,0.265,1,1
1,7,1342,1020,288,0.780,0.265,1,1
1,7,1343,1020,298,0.760,0.265,1,1
1,7,1344,1020,259,0.796,0.265,1,1
1,7,1345,1020,266,0.771,0.265,1,1
1,7,1346,1020,255,0.767,0.265,1,1
1,7,1347,1020,294,0.806,0.265,1,1
1,7,1348,1020,260,0.819,0.265,1,1
1,7,1349,1020,253,0.845,0.265,1,1
1,7,1350,1020,276,0.811,0.265,1,1
1,7,1351,1020,276,0.780,0.265,1,1
1,7,1352,1020,257,0.768,0.265,1,1
1,7,1353,1020,252,0.809,0.265,1,1
1,7,1354,1020,268,0.812,0.265,1,1
1,7,1355,1020,264,0.781,0.265,1,1
1,7,1356,1020,280,0.833,0.265,1,1
1,7,1357,1020,261,0.775,0.265,1,1
1,7,1358,1020,286,0.756,0.265,1,1
1,7,1359,1020,289,0.780,0.265,1,1
1,7,1360,1020,291,0.754,0.265,1,1
1,7,1361,1020,298,0.819,0.265,1,1
1,7,1362,1020,278,0.809,0.265,1,1
1,7,1363,1020,281,0.826,0.265,1,1
1,7,1364,1020,261,0.823,0.265,1,1
1,7,1365,1020,297,0.817,0.265,1,1
1,7,1366,1020,293,0.787,0.265,1,1
1,7,1367,1020,275,0.789,0.265,1,1
1,7,1368,1020,269,0.847,0.265,1,1
1,7,1369,1020,272,0.755,0.265,1,1
1,7,1370,1020,268,0.841,0.265,1,1
1,7,1371,1020,272,0.848,0.265,1,1
1,7,1372,1020,272,0.761,0.265,1,1
1,7,1373,1020,289,0.809,0.265,1,1
1,7,1374,1020,283,0.792,0.265,1,1
1,7,1375,1020,261,0.769,0.265,1,1
1,7,1376,1020,282,0.785,0.265,1,1
1,7,1377,1020,296,0.805,0.265,1,1
1,7,1378,1020,279,0.801,0.265,1,1
1,7,1379,1020,263,0.771,0.265,1,1
1,7,1380,1020,0,0.771,0.101,1,0
1,7,1381,1020,0,0.771,0.142,1,0
1,7,1382,1020,0,0.771,0.144,1,0
1,7,1383,1020,0,0.771,0.120,1,0
1,7,1384,1020,0,0.771,0.128,1,0
1,7,1385,1020,0,0.771,0.135,1,0
1,7,1386,1020,0,0.771,0.125,1,0
1,7,1387,1020,0,0.771,0.103,1,0
1,7,1388,1020,0,0.771,0.143,1,0
1,7,1389,1020,0,0.771,0.107,1,0
1,7,1390,1020,0,0.771,0.126,1,0
1,7,1391,1020,0,0.771,0.123,1,0
1,7,1392,1020,0,0.771,0.119,1,0
1,7,1393,1020,0,0.771,0.147,1,0
1,7,1394,1020,0,0.771,0.115,1,0
1,7,1395,1020,0,0.771,0.105,1,0
1,7,1396,1020,0,0.771,0.132,1,0
1,7,1397,1020,0,0.771,0.144,1,0
1,7,1398,1020,0,0.771,0.104,1,0
1,7,1399,1020,0,0.771,0.134,1,0
1,7,1400,1020,0,0.771,0.146,1,0
1,7,1401,1020,0,0.771,0.135,1,0
1,7,1402,1020,0,0.771,0.114,1,0
1,7,1403,1020,0,0.771,0.147,1,0
1,7,1404,1020,0,0.771,0.149,1,0
1,7,1405,1020,0,0.771,0.133,1,0
1,7,1406,1020,0,0.771,0.129,1,0
1,7,1407,1020,0,0.771,0.135,1,0
1,7,1408,1020,0,0.771,0.138,1,0
1,7,1409,1020,0,0.771,0.134,1,0
1,7,1410,1020,0,0.771,0.131,1,0
1,7,1411,1020,0,0.771,0.146,1,0
1,7,1412,1020,0,0.771,0.111,1,0
1,7,1413,1020,0,0.771,0.129,1,0
1,7,1414,1020,0,0.771,0.110,1,0
1,7,1415,1020,0,0.771,0.114,1,0
1,7,1416,1020,0,0.771,0.143,1,0
1,7,1417,1020,0,0.771,0.106,1,0
1,7,1418,1020,0,0.771,0.141,1,0
1,7,1419,1020,0,0.771,0.139,1,0
1,7,1420,1020,0,0.771,0.125,1,0
1,7,1421,1020,0,0.771,0.106,1,0
1,7,1422,1020,0,0.771,0.111,1,0
1,7,1423,1020,0,0.771,0.146,1,0
1,7,1424,1020,0,0.771,0.107,1,0
1,7,1425,1020,0,0.771,0.119,1,0
1,7,1426,1020,0,0.771,0.127,1,0
1,7,1427,1020,0,0.771,0.134,1,0
1,7,1428,1020,0,0.771,0.108,1,0
1,7,1429,1020,0,0.771,0.106,1,0
1,7,1430,1020,0,0.771,0.106,1,0
1,7,1431,1020,0,0.771,0.105,1,0
1,7,1432,1020,0,0.771,0.141,1,0
1,7,1433,1020,0,0.771,0.135,1,0
1,7,1434,1020,0,0.771,0.118,1,0
1,7,1435,1020,0,0.771,0.120,1,0
1,7,1436,1020,0,0.771,0.122,1,0
1,7,1437,1020,0,0.771,0.126,1,0
1,7,1438,1020,0,0.771,0.126,1,0
1,1,1439,1020,0,0.771,0.105,1,0
1,1,0,1020,0,0.023,0.047,0,0
1,1,1,1020,0,0.026,0.050,0,0
1,1,2,1020,0,0.025,0.046,0,0
1,1,3,1020,0,0.023,0.082,0,0
1,1,4,1020,0,0.028,0.072,0,0
1,1,5,1020,0,0.021,0.053,0,0
1,1,6,1020,0,0.029,0.075,0,0
1,1,7,1020,0,0.024,0.083,0,0
1,1,8,1020,0,0.020,0.081,0,0
1,1,9,1020,0,0.021,0.075,0,0
1,1,10,1020,0,0.026,0.053,0,0
1,1,11,1020,0,0.027,0.050,0,0
1,1,12,1020,0,0.026,0.075,0,0
1,1,13,1020,0,0.028,0.069,0,0
1,1,14,1020,0,0.025,0.084,0,0
1,1,15,1020,0,0.021,0.052,0,0
1,1,16,1020,0,0.023,0.062,0,0
1,1,17,1020,0,0.022,0.080,0,0
1,1,18,1020,0,0.029,0.086,0,0
1,1,19,1020,0,0.026,0.049,0,0
1,1,20,1020,0,0.028,0.044,0,0
1,1,21,1020,0,0.029,0.080,0,0
1,1,22,1020,0,0.026,0.078,0,0
1,1,23,1020,0,0.021,0.043,0,0
1,1,24,1020,0,0.024,0.078,0,0
1,1,25,1020,0,0.023,0.043,0,0
1,1,26,1020,0,0.025,0.077,0,0
1,1,27,1020,0,0.024,0.068,0,0
1,1,28,1020,0,0.027,0.072,0,0
1,1,29,1020,0,0.028,0.082,0,0
1,1,30,1020,0,0.025,0.067,0,0
1,1,31,1020,0,0.028,0.044,0,0
1,1,32,1020,0,0.029,0.042,0,0
1,1,33,1020,0,0.020,0.062,0,0
1,1,34,1020,0,0.023,0.060,0,0
1,1,35,1020,0,0.026,0.042,0,0
1,1,36,1020,0,0.026,0.074,0,0
1,1,37,1020,0,0.020,0.051,0,0
1,1,38,1020,0,0.021,0.084,0,0
1,1,39,1020,0,0.021,0.076,0,0
1,1,40,1020,0,0.029,0.071,0,0
1,1,41,1020,0,0.020,0.060,0,0
1,1,42,1020,0,0.021,0.078,0,0
1,1,43,1020,0,0.021,0.043,0,0
1,1,44,1020,0,0.020,0.050,0,0
1,1,45,1020,0,0.020,0.042,0,0
1,1,46,1020,0,0.025,0.069,0,0
1,1,47,1020,0,0.020,0.058,0,0
1,1,48,1020,0,0.023,0.083,0,0
1,1,49,1020,0,0.028,0.063,0,0
1,1,50,1020,0,0.020,0.081,0,0
1,1,51,1020,0,0.020,0.089,0,0
1,1,52,1020,0,0.021,0.052,0,0
1,1,53,1020,0,0.029,0.051,0,0
1,1,54,1020,0,0.029,0.043,0,0
1,1,55,1020,0,0.027,0.068,0,0
1,1,56,1020,0,0.028,0.059,0,0
1,1,57,1020,0,0.026,0.087,0,0
1,1,58,1020,0,0.027,0.065,0,0
1,1,59,1020,0,0.022,0.063,0,0
1,1,60,1020,0,0.026,0.052,0,0
1,1,61,1020,0,0.029,0.068,0,0
1,1,62,1020,0,0.022,0.051,0,0
